File,p_id,corresp,text
t.1.1.1.xml,t111.p15,c111.63,"All alone the wise one, toward [DN: Nintur], the country's mother, [DN: Enki], the wise one, toward [DN: Nintur], the country's mother, was digging his phallus into the dykes, plunging his phallus into the reedbeds The august one pulled his phallus aside and cried out:"
t.1.1.1.xml,t111.p16,c111.69,"[DN: Enki] cried out: [DN: Enki] distributed his semen destined for [DN: Damgalnuna] He poured semen into [DN: Ninursaa] womb and she conceived the semen in the womb, the semen of [DN: Enki]."
t.1.1.1.xml,t111.p17,c111.75,"But her one month was one day, but her two months were two days, but her three months were three days, but her four months were four days, but her five months were five days, but her six months were six days, but her seven months were seven days, but her eight months were eight days, but her nine months were nine days In the month of womanhood, like fine oil, like fine oil, like oil of abundance, [DN: Nintur], mother of the country, like fine oil, gave birth to [DN: Ninnisig]."
t.1.1.1.xml,t111.p18,c111.88,"In turn [DN: Ninnisig] went out to the riverbank. [DN: Enki] was able to see up there from in the marsh, he was able to see up there, he was He said to his minister [DN: Isimud]: His minister [DN: Ninnisig] not to be kissed? [DN: Isimud] answered him: [DN: Ninnisig] not to be kissed? My master will sail, let me navigate He will sail, let me navigate."
t.1.1.1.xml,t111.p19,c111.97,"First he put his feet in the boat, next he put them on dry land He clasped her to the bosom, kissed her, [DN: Enki] poured semen into the womb and she conceived the semen in the womb, the semen of [DN: Enki] But her one month was one day, but her two months were two days, but her nine months were nine days In the month of womanhood, like fine oil, like fine oil, like oil of abundance, [DN: Ninnisig], like fine oil, like fine oil, like oil of abundance, gave birth to [DN: Ninkura]."
t.1.1.1.xml,t111.p20,c111.108,"In turn [DN: Ninkura] went out to the riverbank. [DN: Enki] was able to see up there from in the marsh, he was able to see up there, he was He said to his minister [DN: Isimud]: His minister [DN: Ninkura] not to kissed? [DN: Isimud] answered him: [DN: Ninkura] My master will sail, let me navigate He will sail, let me navigate."
t.1.1.1.xml,t111.p21,c111.117,"First he put his feet in the boat, next he put them on dry land He clasped her to the bosom, kissed her, [DN: Enki] poured semen into the womb and she conceived the semen in the womb, the semen of [DN: Enki] But her one month was one day, but her nine months were nine days In the month of womanhood, like fine oil, like fine oil, like oil of abundance, [DN: Ninkura], like fine oil, like fine oil, like oil of abundance, gave birth to [DN: Uttu], the exalted woman."
t.1.1.1.xml,t111.p22,c111.126A,[DN: Ninkura] in turn gave birth to [DN: Ninimma] She brought the child up and made her flourish. [DN: Ninimma] in turn went out to the riverbank. [DN: Enki] was towing his boat along and was able to see up there He laid eyes on [DN: Ninimma] on the riverbank and said to his minister [DN: Isimud]: His minister [DN: Ninimma] ? [DN: Isimud] answered him:
t.1.1.1.xml,t111.p23,c111.126L,"First he put his feet in the boat, next he put them on dry land He clasped her to the bosom, lying in her crotch, made love to the youngster and kissed her. [DN: Enki] poured semen into [DN: Ninimma] womb and she conceived the semen in the womb, the semen of [DN: Enki]."
t.1.1.1.xml,t111.p24,c111.126R,"To the woman its one month was but its one day, its two months were but its two days, its three months were but its three days, its four months were but its four days, its five months were but its five days, its six months were but its six days, its seven months were but its seven days, its eight months were but its eight days, and at its nine days, in the month of womanhood, like fine oil, like fine oil, like oil of abundance, [DN: Ninimma], like fine oil, like oil of abundance, gave birth to [DN: Uttu], the exalted woman."
t.1.1.1.xml,t111.p25,c111.127,"[DN: Nintur] said to [DN: Uttu]: [DN: Enki] is able to see up here, is able to see up here, he is He will set eyes on you. [DN: Uttu], the exalted woman"
t.1.1.1.xml,t111.p26,c111.147,"( [DN: Uttu] said: ) [DN: Enki], you will indeed have hold of my halter."
t.1.1.1.xml,t111.p27,c111.152,"When he was filling with water a second time, he filled the dykes with water, he filled the canals with water, he filled the fallows with water The gardener in his joy rose from the dust and embraced him:"
t.1.1.1.xml,t111.p28,c111.159,"[DN: Enki] (said to) the gardener: He brought him cucumbers in, brought him apples with their stems sticking out, brought him grapes in their clusters, filled his lap."
t.1.1.1.xml,t111.p29,c111.167,"[DN: Enki] made his face attractive and took a staff in his hand. [DN: Enki] came to a halt at [DN: Uttu], knocked at her house (demanding): (She asked): (He answered: ) Joyfully [DN: Uttu] opened the house. [DN: Enki] gave [DN: Uttu], the exalted woman, cucumbers in, gave her apples with their stems sticking out, gave her grapes in their clusters He poured beer for her in the large measure."
t.1.1.1.xml,t111.p30,c111.178,"[DN: Uttu], the exalted woman, to the left for him, waved the hands for him. [DN: Enki] aroused [DN: Uttu] He clasped her to the bosom, lying in her crotch, fondled her thighs, fondled her with the hand He clasped her to the bosom, lying in her crotch, made love to the youngster and kissed her. [DN: Enki] poured semen into [DN: Uttu] womb and she conceived the semen in the womb, the semen of [DN: Enki]."
t.1.1.1.xml,t111.p31,c111.186,"[DN: Uttu], the beautiful woman, cried out: She cried out: [DN: Ninursaa] removed the semen from the thighs."
t.1.1.1.xml,t111.p32,c111.190,"She grew the 'tree' plant, she grew the 'honey' plant, she grew the 'vegetable' plant, she grew the esparto grass, she grew the plant, she grew the plant, she grew the plant, she grew the plant."
t.1.1.1.xml,t111.p33,c111.198,"[DN: Enki] was able to see up there from in the marsh, he was able to see up there, he was He said to his minister [DN: Isimud]:"
t.1.1.1.xml,t111.p34,c111.202,"His minister [DN: Isimud] had the answer for him. he said to him, cut it off for him and [DN: Enki] ate it. he said to him, pulled it up for him and [DN: Enki] ate it. he said to him, cut it off for him and [DN: Enki] ate it. he said to him, pulled it up for him and [DN: Enki] ate it."
t.1.1.1.xml,t111.p35,c111.211,"he said to him, cut it off for him and plant, [DN: Enki] ate it. he said to him, pulled it up for him and plant, [DN: Enki] ate it. he said to him, cut it off for him and [DN: Enki] ate it. he said to him, pulled it up for him and plant, [DN: Enki] ate it. [DN: Enki] determined the destiny of the plants, had them know it in their hearts."
t.1.1.1.xml,t111.p36,c111.220,"[DN: Ninursaa] cursed the name [DN: Enki]: The Anuna sat down in the dust But a fox was able to speak to [DN: Enlil]: [DN: Ninursaa] to you, what will be my reward? [DN: Enlil] answered the fox: [DN: Ninursaa] to me, I shall erect two birch trees for you in my city and you will be renowned."
t.1.1.1.xml,t111.p37,c111.228,"The fox first anointed his body, first shook out his fur, first put kohl on his eyes."
t.1.1.1.xml,t111.p38,c111.235,"(The fox said to [DN: Ninursaa]:) [SN: Nibru], but [DN: Enlil]. I have been to [SN: Urim], but [DN: Nanna]. I have been to [SN: Larsam], but [DN: Utu]. I have been to [SN: Unug], but [DN: Inana]. I am seeking refuge with one who is."
t.1.1.1.xml,t111.p39,c111.247,"[DN: Ninursaa] hastened to the temple The [DN: Anuna] slipped off her garment, made, determined its destiny and. [DN: Ninursaa] made [DN: Enki] sit by her vagina She placed her hands on. and. on its outside."
t.1.1.1.xml,t111.p40,c111.254,( [DN: Ninursaa] asked: ) She gave birth to ) hurts me. [DN: Ab-u] out of it She gave birth to ) hurt me. [DN: Ninsikila] out of it She gave birth to ) hurts me. [DN: Ningiriutud] out of it She gave birth to ) hurts me. [DN: Ninkasi] out of it.
t.1.1.1.xml,t111.p41,c111.264,She gave birth to ) hurts me. [DN: Nazi] out of it She gave birth to ) hurts me. [DN: Azimua] out of it She gave birth to ) hurt me. [DN: Ninti] out of it She gave birth to ) hurt me. [DN: Ensag] out of it.
t.1.1.1.xml,t111.p42,c111.272,"(She said: ) [DN: Ab-u] shall become king of the grasses, [DN: Ninsikila] shall become lord of [GN: Magan], [DN: Ningiriutud] shall marry [DN: Ninazu], [DN: Ninkasi] shall be what satisfies the heart, [DN: Nazi] shall marry [DN: Nindara], [DN: Azimua] shall marry [DN: Ninizida], [DN: Ninti] shall become the lady of the month, and [DN: Ensag] shall become lord of [GN: Dilmun]."
t.1.1.1.xml,t111.p43,c111.281,Praise be to Father [DN: Enki].
t.2.5.4.24.xml,t25424.p1,c25424.1,"Lord who among the gods makes the clever decisions, most prominent among them from the south to the uplands; who holding a staff in his hand determines their destinies as the [DN: Anuna] gods come to him; who possessing all the divine powers is alone surpassing; a great lord who the living things; who alone is proclaimed as their god you are their You, whose utterances make justice flourish, strengthen the divine powers of heaven and earth You, who examine the ordinances and carry them out correctly, are proclaimed as their great prince."
t.2.5.4.24.xml,t25424.p2,c25424.7,"Lord who has made the seed of mankind come forth, who creates good destiny for them, who teaches them the proper practices! He makes august and dignified rites proliferate truly like grass He assigns the sceptres, he distributes the loyal crowns, and announces their exalted names He their divinity until far and distant times in heaven and earth Everlasting prince Lord who gives clever counsel, and who is endowed with prudence, outstanding intelligence and profound understanding! Trustworthy god, whose wholly surpasses description Adviser, lord who deliberates only with himself Deep-hearted prince, whose words are unalterable, who disseminates his wisdom widely Clever and competent, wise lord, who knows everything."
t.2.5.4.24.xml,t25424.p3,c25424.17,"You are the most supreme among the gods! You are the highest ranking among the [DN: Anuna] gods! Your divine powers surpassing theirs, are specially favoured With your precious and ingenious divine powers, you are the guardian of their true divine powers Your prominence imposes itself on them like awesome stillness, covers them like a storm, takes their breath away, wraps them like The description of your loftiness like a remote and far-away mountain."
t.2.5.4.24.xml,t25424.p4,c25424.24,"For the settled people, you are their lord and father For the, you are their shepherd who seeks out food for them You speak to them as if you were their father and mother; you satiate the people with food and drink You give advice, you set your mind to work, skilful labour You have opened up your house of instructions and surpassing wisdom Everything you have created. full of great awesomeness, a place clad in fearsome radiance. mound, where the primeval lords dwell Father [DN: Enlil]. wisdom. your most precious divine plans. ingenuity. destiny."
t.4.27.07.xml,t42707.p1,c42707.A.1,"King, your headdress hangs loose upon your neck, your kingship is gloriously manifest! Hero [DN: Ninurta], your headress hangs loose upon your neck! Hero [DN: Pabilsa], your headress hangs loose upon your neck! Hero [DN: Ninirsu], your headdress hangs loose upon your neck; your kingship is manifest! Your kingship exists in the heavens, exists on the earth You sit with [DN: Enki] upon the holy throne-dais."
t.4.27.07.xml,t42707.p2,c42707.A.17,"The hero, devastator of the mountains, pillager of cities, batters at the rebel lands The hero [DN: Ninurta], devastator of the mountains, pillager of cities, the hero [DN: Pabilsa], devastator of the mountains, pillager of cities, the hero [DN: Ninirsu], devastator of the mountains, pillager of cities, batters at the rebel lands. A king, a storm beating down from above: you are an unrivalled lord Hero, you are the towering wall of your city; may your august name be invoked! Hero [DN: Ninurta], you are the towering wall of your city Hero [DN: Pabilsa], you are the towering wall of your city Hero [DN: Ninirsu], you are the towering wall of your city; may your august name be invoked!"
t.4.27.07.xml,t42707.p3,c42707.A.38,"Since the day it was so decreed, your donkey-foals have gardens and trees. [DN: akkan], the lord of donkeys, has positioned them at your feet Hero, your awesomeness is spread over the mountains; your grandeur covers all foreign lands Hero [DN: Ninurta], your awesomeness is spread over the mountains Hero [DN: Pabilsa], your awesomeness is spread over the mountains Hero [DN: Ninirsu], your awesomeness is spread over the mountains; your grandeur covers all foreign lands Since the day it was so decreed, your donkey-foals gardens and trees. [DN: akkan], the lord of donkeys, has positioned them at your feet."
t.4.27.07.xml,t42707.p4,c42707.A.58,"You have taken your place upon the throne-dais of [SN: Nibru], where you sit with Father [DN: Enlil] You are the heroic son of Father [DN: Enlil] He made you stand in service in [TN: E-kur] You have taken your place upon the throne-dais of [SN: Laga] Speak to holy Mother [DN: Nane], so she will cast her protecting arms over you like [DN: Utu]! May she indicate your station for you! May she who has no fear of your splendour embrace your limbs! May my lady of the beneficent divine powers, with the ornaments of stone about her neck,"
t.4.27.07.xml,t42707.p5,c42707.A.76,The hero is most precious; his word is august He is the sun of the Land; the discloser of great counsel in [TN: E-ama-lamma]. [DN: Ninurta] is most precious. [DN: Pabilsa] is most precious. [DN: Ninirsu] is most precious; his word is august He is the sun of the Land; the discloser of great counsel in [TN: E-ama-lamma].
t.4.27.07.xml,t42707.p6,c42707.A.88,"Hero, on the battlefield the cities of the foreign lands have dedicated a house to you: [TN: E-ama-lamma], a house of sanctuary. [DN: Ninurta], a house of sanctuary, [DN: Pabilsa], a house of sanctuary, [DN: Ninirsu], on the battlefield the cities of the foreign lands have dedicated a house to you: [TN: E-ama-lamma], a house of sanctuary It is a most distant forest whose edges are widespread Its extent is indeed with the king, [TN: E-ama-lamma] It is a forest, a most distant boat moored on the mountains."
t.4.27.07.xml,t42707.p7,c42707.A.102,"If someone diminishes its borders, that man cuts off the house of his father at its borders, [TN: E-ama-lamma] If someone, though a stranger to his father, diminishes its borders, that man cuts off the house of his father at its borders, [TN: E-ama-lamma]."
t.4.27.07.xml,t42707.p8,c42707.A.111,Its.
t.4.27.07.xml,t42707.p9,c42707.B.112,"The hero is a powerful force; may his storm leave no rain behind! The hero [DN: Ninurta] is a powerful force The hero [DN: Pabilsa] is a powerful force The hero [DN: Ninirsu] is a powerful force; may his storm leave no rain behind! My king is the pillager of cities for his father. O his valour! The hero [DN: Ninurta] is the pillager of cities for his father The hero [DN: Pabilsa] is the pillager of cities for his father The hero [DN: Ninirsu] is the pillager of cities for his father. O his valour! My king, the mountains, you Hero [DN: Ninurta], before you the land swells as if."
t.4.27.07.xml,t42707.p10,c42707.B.134,"My king, you covered the edge of the sea with rays of light On that day from the gold of [GN: arali] you are [DN: Ena-tum] From the cornelian and lapis lazuli of the land of [GN: Melua] you are [DN: Ena-tum] From the stone of the land of [GN: Marai] you are Enakam From the silver of fifteen cities you are Enakam From the copper and tin of [GN: Magan] you are Enakam From the bronze of you are Enakam From the silver of [GN: Dilmun] you are [DN: Ena-tum] From the clay of the mouth of the hills you are Enakam From the gypsum of the shining hills you are Enakam."
t.4.27.07.xml,t42707.p11,c42707.B.165,"House of the rebel lands! Ah you! You! Ah me! Me! House of the rebel lands, when will your clay return to its ? House of the rebel lands, when will your reeds return to their reedbeds? House of the rebel lands, when will your beams return to their forests?"
t.4.27.07.xml,t42707.p12,c42707.B.172,"The enemy on the wall, and pays homage My king, if only he knew your outstanding strength! Hero [DN: Ninurta], if only he knew your mighty awesomeness! If only he knew your devouring of men like a lion! If only he knew your like a dragon! If only he knew your kid and lamb like a lion!"
t.4.27.07.xml,t42707.p13,c42707.B.184,Its.
t.4.27.07.xml,t42707.p14,c42707.B.185,A of [DN: Ninurta].
t.6.1.02.xml,t6102.p1,c6102.A.2.1.1,", Their rituals were alienated Where there were bonds, that place was destroyed Their place in the universe was eradicated You should not alienate their rituals! Where there are bonds, you should not destroy the place! You should not eradicate their place in the universe You should not move the oxen from their places!"
t.6.1.02.xml,t6102.p2,c6102.A.2.2.11,Let me tell you about my fate: it is an insult Let me explain it to you: it is a disgrace.
t.6.1.02.xml,t6102.p3,c6102.A.2.3.13,"Were I to tell my neighbour about my fate, he would heap insults upon me."
t.6.1.02.xml,t6102.p4,c6102.A.2.4.15,I looked into the water My destiny was drifting past.
t.6.1.02.xml,t6102.p5,c6102.A.2.5.16,I was born on an ill-fated day.
t.6.1.02.xml,t6102.p6,c6102.A.2.6.17,My fate is her voice: my mother can change it.
t.6.1.02.xml,t6102.p7,c6102.A.2.7.18,An acquaintance has gone up onto the roof to them.
t.6.1.02.xml,t6102.p8,c6102.A.2.8.19,The neighbour is on friendly terms with my mother in her house.
t.6.1.02.xml,t6102.p9,c6102.A.2.9.20,"I am one whose fate has not been determined, confronted by a waif. she said to me."
t.6.1.02.xml,t6102.p10,c6102.A.2.10.22,"I am one whose fate has not been determined, confronted by a sickness demon. he said to me."
t.6.1.02.xml,t6102.p11,c6102.A.2.11.24,"Fate is a dog well able to bite Like dirty rags, it clings, saying:"
t.6.1.02.xml,t6102.p12,c6102.A.2.12.27,Fate is a cloth stretched out in the desert for a man.
t.6.1.02.xml,t6102.p13,c6102.A.2.13.28,Fate is a raging storm blowing over the Land.
t.6.1.02.xml,t6102.p14,c6102.A.2.14.29,Hard work Fate is a dog walking always behind a man.
t.6.1.02.xml,t6102.p15,c6102.A.2.15.30,The poor man must always look to his next meal.
t.6.1.02.xml,t6102.p16,c6102.A.2.16.31,The belching poor man should not look scornfully at the rich man.
t.6.1.02.xml,t6102.p17,c6102.A.2.17.32,How can a poor man who doesn't know how to cultivate barley manage to cultivate wheat?
t.6.1.02.xml,t6102.p18,c6102.A.2.18.33,The poor man is not appreciated.
t.6.1.02.xml,t6102.p19,c6102.A.2.19.34,The poor man chews whatever he is given.
t.6.1.02.xml,t6102.p20,c6102.A.2.20.35,He didn't plough the field during winter And at harvest time he turned his hand to carding.
t.6.1.02.xml,t6102.p21,c6102.A.2.21.37,incense burners a multitude of houses.
t.6.1.02.xml,t6102.p22,c6102.A.2.22.38,"When someone is poor, they dine on the broth of the human breast."
t.6.1.02.xml,t6102.p23,c6102.A.2.23.40,The poor man does not strike his son a single blow; he does not highly forever.
t.6.1.02.xml,t6102.p24,c6102.A.2.24.42,The poor man arrogance toward his patron.
t.6.1.02.xml,t6102.p25,c6102.A.2.26.44,Not all the households of the poor will bow down together.
t.6.1.02.xml,t6102.p26,c6102.A.2.27.45,The word of a poor man is not accepted.
t.6.1.02.xml,t6102.p27,c6102.A.2.28.46,Moving about defeats poverty He who knows how to move around becomes strong He will live longer than the sedentary man.
t.6.1.02.xml,t6102.p28,c6102.A.2.29.48,How lowly is the poor man! The area around the oven is a mill-house to him His torn clothes will not be repaired That which he has lost will not be searched for.
t.6.1.02.xml,t6102.p29,c6102.A.2.30.52,The poor man is this lowly: his debts are paid off with what is taken from his mouth.
t.6.1.02.xml,t6102.p30,c6102.A.2.31.54,A poor man chewing at silver.
t.6.1.02.xml,t6102.p31,c6102.A.2.32.55,The poor are the weak in the Land.
t.6.1.02.xml,t6102.p32,c6102.A.2.33.56,It is the companion of the poor It is the weakness of the widows.
t.6.1.02.xml,t6102.p33,c6102.A.2.34.58,The face of the poor man is set as though he were having to sit in the face of the storm.
t.6.1.02.xml,t6102.p34,c6102.A.2.34A.60,Moving about defeats poverty.
t.6.1.02.xml,t6102.p35,c6102.A.2.35.61,"(A man speaks: ) Were I to give food to the man who roves about, how could I bring it to him who does not rove about? (A woman speaks: ) Were I to give food to the man who roves about, how could I bring it to him who does not rove about?"
t.6.1.02.xml,t6102.p36,c6102.A.2.36.65,a tablet a scribe himself.
t.6.1.02.xml,t6102.p37,c6102.A.2.37.67,"You are a scribe and you do not know your own name? Shame on you! ,"
t.6.1.02.xml,t6102.p38,c6102.A.2.38.68,"If a scribe knows only a single line but his handwriting is good, he is indeed a scribe!"
t.6.1.02.xml,t6102.p39,c6102.A.2.39.70,"If a singer knows only one song but makes the sound pleasant, he is indeed a singer! ,"
t.6.1.02.xml,t6102.p40,c6102.A.2.40.72,A scribe whose hand can follow dictation is indeed a scribe!
t.6.1.02.xml,t6102.p41,c6102.A.2.41.73,A singer whose voice is not sweet is a wretch among singers!
t.6.1.02.xml,t6102.p42,c6102.A.2.42.74,"A wretched scribe, the most backward in the school!"
t.6.1.02.xml,t6102.p43,c6102.A.2.43.75,A scribe without a hand. A singer without a throat.
t.6.1.02.xml,t6102.p44,c6102.A.2.44.76,You are an outstanding scribe; you are no lowly man.
t.6.1.02.xml,t6102.p45,c6102.A.2.45.77,"The pupil of a master, like cornelian pierced through its side He is indeed a scribe!"
t.6.1.02.xml,t6102.p46,c6102.A.2.46.79,That which is pierced through its side is indeed lapis lazuli!
t.6.1.02.xml,t6102.p47,c6102.A.2.47.80,What kind of a scribe is a scribe who does not know Sumerian?
t.6.1.02.xml,t6102.p48,c6102.A.2.48.81,Someone who cannot produce from where will he achieve fluent speech?
t.6.1.02.xml,t6102.p49,c6102.A.2.49.82,A scribe who does not know Sumerian from where will he produce a translation?
t.6.1.02.xml,t6102.p50,c6102.A.2.50.83,The scribe trained in counting is deficient on clay The scribe skilled with clay is deficient in counting.
t.6.1.02.xml,t6102.p51,c6102.A.2.51.85,You are a scribe.
t.6.1.02.xml,t6102.p52,c6102.A.2.52.86,A chattering scribe's guilt is great.
t.6.1.02.xml,t6102.p53,c6102.A.2.53.87,A junior scribe is too concerned with feeding his hunger; he does not pay attention to the scribal art.
t.6.1.02.xml,t6102.p54,c6102.A.2.54.89,A disgraced scribe becomes an incantation priest. A disgraced singer becomes a flute-player. A disgraced lamentation priest becomes a piper. A disgraced merchant becomes a con-man. A disgraced carpenter becomes a man of the spindle. A disgraced smith becomes a man of the sickle. A disgraced mason becomes a hod-carrier.
t.6.1.02.xml,t6102.p55,c6102.A.2.55.96,A barber who knows Sumerian.
t.6.1.02.xml,t6102.p56,c6102.A.2.55A.97,Sumerian.
t.6.1.02.xml,t6102.p57,c6102.A.2.56.98,A scribe who does not know how to grasp the meaning from where will he produce a translation?
t.6.1.02.xml,t6102.p58,c6102.A.2.57.99,"When a singer's voice is sweet, he is indeed a singer."
t.6.1.02.xml,t6102.p59,c6102.A.2.58.100,The fox lies even to [DN: Enlil].
t.6.1.02.xml,t6102.p61,c6102.A.2.59.102,The vixen quenched her thirst but still her teats motherly teats were dry of milk.
t.6.1.02.xml,t6102.p62,c6102.A.2.60.103,Each fox is even more of a fox than its mother.
t.6.1.02.xml,t6102.p63,c6102.A.2.61.104,"If the hearing of the fox is bad, its foot will be crippled."
t.6.1.02.xml,t6102.p64,c6102.A.2.61A.105,The fox's tail is heavy: it carries a harrow.
t.6.1.02.xml,t6102.p65,c6102.A.2.61B.107,The fox's door-bolt is a wooden beam.
t.6.1.02.xml,t6102.p66,c6102.A.2.62.108,"The fox could not build his own house, so he got a job at his friend's house as a construction worker."
t.6.1.02.xml,t6102.p67,c6102.A.2.63.110,"The crab's house became filled with water, so she went to her girlfriend's house to."
t.6.1.02.xml,t6102.p68,c6102.A.2.64.111,The fox watered the barley with rush water:
t.6.1.02.xml,t6102.p69,c6102.A.2.65.113,A fox trod on the hoof of a wild bull:
t.6.1.02.xml,t6102.p70,c6102.A.2.66.114,The fox had a stick: He carried a seal:
t.6.1.02.xml,t6102.p71,c6102.A.2.67.116,"The fox, having urinated into the sea, said:"
t.6.1.02.xml,t6102.p72,c6102.A.2.68.118,He has not yet caught the fox but he is already making a neck-stock for it.
t.6.1.02.xml,t6102.p73,c6102.A.2.69.119,"The fox said to his wife: Before they had yet come within a distance of 600 [SN: Unug] between our teeth like a leek; let us strap [SN: Kulaba] on our feet like sandals! from the city, the dogs began to howl from the city. [PN: Geme-Tummal]! [PN: Geme-Tummal]! Come with me to your place! Wicked things are howling at us from the city!"
t.6.1.02.xml,t6102.p74,c6102.A.2.70.127,How clever the fox is! He hoots like the bird.
t.6.1.02.xml,t6102.p75,c6102.A.2.71.128,Tell a lie and then tell the truth: it will be considered a lie.
t.6.1.02.xml,t6102.p76,c6102.A.2.72.129,He who always lies is a messenger from distant places.
t.6.1.02.xml,t6102.p77,c6102.A.2.73.130,Donkeys are being ordered; sacks are being hired.
t.6.1.02.xml,t6102.p78,c6102.A.2.74.131,"Your helpless donkey's speed has left him. O [DN: Enlil], your helpless man's strength has left him."
t.6.1.02.xml,t6102.p79,c6102.A.2.75.133,My donkey was not destined to run quickly; he was destined to bray!
t.6.1.02.xml,t6102.p80,c6102.A.2.76.135,The donkey roared ; its owner pierced its nostrils:
t.6.1.02.xml,t6102.p81,c6102.A.2.77.137,A donkey eating its own bedding.
t.6.1.02.xml,t6102.p82,c6102.A.2.78.138,A donkey beating its penis against its belly.
t.6.1.02.xml,t6102.p83,c6102.A.2.79.139,For a donkey there is no stench For a donkey there is no washing with soap.
t.6.1.02.xml,t6102.p84,c6102.A.2.80.140,A widow donkey distinguishes itself by breaking wind.
t.6.1.02.xml,t6102.p85,c6102.A.2.81.141,"One does not marry a three-year-old wife, as a donkey does."
t.6.1.02.xml,t6102.p86,c6102.A.2.82.142,Two [EN: Akkadians] lost a donkey One went after it while the other wasted the day The one who just sat around the fault was his.
t.6.1.02.xml,t6102.p87,c6102.A.2.83.144,An ox is walking around ; a mace is.
t.6.1.02.xml,t6102.p88,c6102.A.2.84.145,Lying next to each other on a stake.
t.6.1.02.xml,t6102.p89,c6102.A.2.85.146,"He is deceitful, like an ox fleeing the threshing-floor."
t.6.1.02.xml,t6102.p90,c6102.A.2.86.147,Furrows are pleasant to a threshing ox.
t.6.1.02.xml,t6102.p91,c6102.A.2.87.148,An ox following round the threshing-floor is not planting seed.
t.6.1.02.xml,t6102.p92,c6102.A.2.88.149,He who eats during the harvest is not removing clods He who tears out weeds is not sowing seed.
t.6.1.02.xml,t6102.p93,c6102.A.2.89.151,Your dancing is like wild cattle grazing.
t.6.1.02.xml,t6102.p94,c6102.A.2.90.152,"If the ox kicks up dust, it gets flour in its own eyes."
t.6.1.02.xml,t6102.p95,c6102.A.2.91.153,"While the ox is ploughing, the dog is spoiling the deep furrows."
t.6.1.02.xml,t6102.p96,c6102.A.2.92.154,An ox with diarrhoea its dung is a long trail!
t.6.1.02.xml,t6102.p97,c6102.A.2.93.155,"A stranger's ox eats grass, while my ox lies hungry."
t.6.1.02.xml,t6102.p98,c6102.A.2.94.157,"Once I had escaped the wild bull, the wild cow confronted me."
t.6.1.02.xml,t6102.p99,c6102.A.2.95.158,is an ox-driver; the stranger's ox is our ox-driver.
t.6.1.02.xml,t6102.p100,c6102.A.2.96.160,The milk will be carried away; that milk is near!
t.6.1.02.xml,t6102.p101,c6102.A.2.97.161,To the lamentation priest the field lies adjacent to the house.
t.6.1.02.xml,t6102.p102,c6102.A.2.98.162,The lamentation priest is the depths of the boat.
t.6.1.02.xml,t6102.p103,c6102.A.2.99.163,The lamentation priest hurled his son into the water gave his son to the water:
t.6.1.02.xml,t6102.p104,c6102.A.2.100.165,The lamentation priest wipes his bottom: [DN: Inana].
t.6.1.02.xml,t6102.p105,c6102.A.2.101.167,"When the lamentation priest met a lion in the desert: to the gate of [DN: Inana], where the dog is beaten with a stick What is your brother doing in the desert?"
t.6.1.02.xml,t6102.p106,c6102.A.2.102.171,The lamentation priest to his house let me for someone.
t.6.1.02.xml,t6102.p107,c6102.A.2.103.174,"Although the lamentation priest's grain boat was sinking, he was walking on dry land When the lamentation priest's boat [DN: Enki]."
t.6.1.02.xml,t6102.p108,c6102.A.2.104.177,It is the food of a lamentation priest: the pieces are big but the weight is small.
t.6.1.02.xml,t6102.p109,c6102.A.2.105.178,The slave of the lamentation priest wails constantly in the town square:
t.6.1.02.xml,t6102.p110,c6102.A.2.106.182,A lamentation priest whose incantations do not sound sweet is highly regarded among lamentation priests!
t.6.1.02.xml,t6102.p111,c6102.A.2.107.183,Slavering dogs waiting for instructions:
t.6.1.02.xml,t6102.p112,c6102.A.2.108.185,"Unruly, scowling dogs belong to the shameless man."
t.6.1.02.xml,t6102.p113,c6102.A.2.109.186,A sniffing dog entering all the houses.
t.6.1.02.xml,t6102.p114,c6102.A.2.110.187,A dog eating unclean food is a dog which leaves nothing for the next day.
t.6.1.02.xml,t6102.p115,c6102.A.2.111.189,A dog eating ate a pig in the town square; jar.
t.6.1.02.xml,t6102.p116,c6102.A.2.112.190,"The smith's dog could not overturn the anvil, so it overturned the basket and pot."
t.6.1.02.xml,t6102.p117,c6102.A.2.113.191,Patting the neck of a treacherous dog patting from the back of the neck.
t.6.1.02.xml,t6102.p118,c6102.A.2.114.192,A dog which knows no home.
t.6.1.02.xml,t6102.p119,c6102.A.2.115.193,"The dog thinks it is clever, but to its master."
t.6.1.02.xml,t6102.p120,c6102.A.2.116.194,"A dog descends, a lance descends each does damage."
t.6.1.02.xml,t6102.p121,c6102.A.2.117.195,The dog licks its shrivelled penis with its tongue.
t.6.1.02.xml,t6102.p122,c6102.A.2.118.196,"In the city with no dogs, the fox is boss."
t.6.1.02.xml,t6102.p123,c6102.A.2.119.197,"In the city of the lame, the cripple is a courier."
t.6.1.02.xml,t6102.p124,c6102.A.2.120.198,How does a cripple stand up?
t.6.1.02.xml,t6102.p125,c6102.A.2.121.199,The good thing is to find it; the bad thing is to lose it.
t.6.1.02.xml,t6102.p126,c6102.A.2.122.200,I have found it a cause for celebration! I have lost it my heart does not ache!
t.6.1.02.xml,t6102.p127,c6102.A.2.123.202,The good thing is the beer The bad thing is the journey.
t.6.1.02.xml,t6102.p128,c6102.A.2.124.203,For his pleasure he got married On his thinking it over he got divorced.
